username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes
Daisake,796877,3,179,15,8,57,105.39,Male,Oregon,,,2011-10-23,2016-11-21 14:19:00,8.03,3.0,6292.0
felipecchi,3779313,12,46,15,4,11,35.34,Male,Campinas,,,2014-05-16,2017-12-19 11:18:00,7.23,0.0,2123.0
darkviola101,271510,1,101,10,15,12,64.34,Female,,,,2009-12-19,2015-07-06 23:47:00,8.35,20.0,4124.0
Acation,1941722,6,60,6,8,104,22.63,Female,,1998-01-16,,2012-12-24,1900-05-02 09:34:00,6.57,38.0,1430.0
natures-song,184458,3,227,6,58,31,79.79,Unknown,,1989-01-01,,2009-05-20,2014-07-21 18:05:00,6.53,4.0,4953.0
climhazzard03,3895,1,716,1,12,59,214.95,Male,"Malaysia , Johor Bahru",1989-12-09,,2007-05-02,1900-03-15 13:28:00,7.96,16.0,12829.0
bakawingx,46743,3,402,10,10,5,129.15,Male,"toronto,canada",1983-01-10,,2008-03-30,2016-08-06 09:07:00,6.7,7.0,7758.0
StitchOtaku,6467653,4,76,6,1,7,29.19,Unknown,,,,2017-08-08,2017-08-12 23:12:00,8.83,0.0,1766.0
werlwend,192396,39,528,7,5,98,246.21,Male,"Aurora,Colorado",1995-11-03,,2009-06-10,1900-04-29 09:27:00,7.84,15.0,14721.0
nighthawk741,401053,160,203,34,87,103,106.25,Male,California,1994-07-26,,2010-10-27,2017-04-09 16:07:00,7.45,26.0,6428.0
watchfuleye,6246569,23,28,10,2,58,11.38,Male,Oklahoma,1996-06-23,,2017-05-13,1900-03-22 23:28:00,8.66,0.0,710.0
mzkami,1106615,11,91,3,10,33,42.51,Female,Central Florida,,,2012-01-16,2013-02-16 08:37:00,8.08,7.0,2504.0
pedroivo27,1102889,3,116,0,0,4,51.22,Male,,,,2012-01-14,2013-09-09 14:17:00,8.18,0.0,3074.0
Tamah,45717,2,462,0,0,34,84.4,Male,Nordic Countries,1984-01-10,,2008-03-26,1900-03-27 09:08:00,7.72,0.0,5208.0
aNTh0ny,144647,1,92,0,7,16,53.06,Unknown,California,1991-01-05,,2009-01-30,1900-04-24 21:33:00,6.77,0.0,3161.0
ShiroNakamura,899971,2,433,0,32,94,109.08,Male,,1993-06-21,,2011-11-07,1900-02-19 12:00:00,9.78,0.0,6755.0
Lodella,394192,1,37,4,1,123,8.52,Female,,1995-10-01,,2010-10-10,1900-04-30 23:28:00,8.24,0.0,571.0
Fangel,32140,15,144,4,1,9,76.69,Male,Gävle,1988-09-23,,2008-01-18,2014-09-04 11:36:00,8.03,0.0,4532.0
Mahashi,342230,99,398,50,0,78,121.78,Male,"Nisko, POLAND",1991-01-01,,2010-06-16,1900-05-13 13:29:00,8.33,6.0,7178.0
Nekochokoreto,2135599,2,87,0,44,36,68.09,Female,Brazil,1996-01-19,,2013-02-04,2016-07-31 08:29:00,7.45,62.0,4268.0
bails649,5233631,60,302,143,11,311,96.85,Male,"Manchester, UK",1996-05-02,,2016-03-01,1900-05-09 02:24:00,7.24,48.0,5886.0
Flameneo,23730,5,16,1,2,1,37.23,Male,Burnaby BC,,,2007-11-27,2009-03-19 21:15:00,7.75,27.0,2217.0
Kiranichi,94032,1,69,43,9,119,28.85,Female,,1990-01-01,,2008-09-12,2016-03-06 07:56:00,7.21,0.0,1693.0
Nachorizo,267587,15,124,10,7,34,56.66,Male,RP ,,,2009-12-08,2018-05-14 02:27:00,7.45,0.0,3389.0
x_Sora,1100397,35,26,0,1,65,8.53,Unknown,,1994-07-08,,2012-01-12,1900-01-31 16:05:00,8.35,3.0,509.0
zeran,154335,25,329,1,11,6,100.53,Male,Paris,1986-06-24,,2009-02-27,2012-05-31 10:37:00,7.22,0.0,5855.0
hearts-spades,539263,62,97,44,10,220,28.51,Female,"Riverside,California",1999-11-11,,2011-08-08,1900-05-05 13:01:00,9.06,16.0,1784.0
Mentria,221327,0,214,1,9,34,69.24,Female,Israel,1987-08-28,,2009-08-15,1900-05-07 12:31:00,7.93,12.0,4512.0
Yuenku,153334,11,74,5,17,78,23.59,Male,,,,2009-02-24,1900-05-12 21:54:00,8.72,0.0,1412.0
waypastlame,4960165,8,87,12,5,131,18.38,Male,It's a secret,,,2015-10-27,1900-04-25 12:30:00,7.06,0.0,1121.0
hipernova,88184,12,75,12,16,25,45.74,Male,Istanbul,1991-01-21,,2008-08-22,2015-06-30 04:31:00,7.49,0.0,2707.0
Karez,103036,11,62,13,7,16,138.93,Male,"Dunakeszi, Hungary",1989-11-03,,2008-10-08,2016-06-29 03:10:00,7.6,20.0,8239.0
AnimeUnion,4912019,24,79,2,5,6,48.15,Male,,1997-10-21,,2015-10-02,2015-10-23 14:17:00,7.79,0.0,2926.0
Pandaryu,1072157,7,43,4,1,22,15.78,Male,Canada,1993-07-23,,2011-12-23,2013-08-23 20:59:00,8.14,0.0,894.0
Pewpers,6551,4,217,29,53,23,84.7,Male,"Boynton Beach, Florida",1990-01-01,,2007-06-29,1900-01-20 18:41:00,7.06,6.0,5028.0
Tsuui,1116883,15,267,29,43,189,125.9,Male,Fascination Street,,,2012-01-23,1900-05-11 17:43:00,7.85,0.0,7460.0
JHyunLover,11307,26,26,0,0,5,22.17,Female,London,,,2007-08-26,2009-12-30 13:08:00,8.7,0.0,1357.0
Rynegawa,6308384,30,100,10,1,88,40.32,Male,"Santa Catarina, Brasil",,,2017-06-10,2018-05-17 12:57:00,6.71,0.0,2419.0
Nihi,3181393,33,236,16,28,30,86.35,Male,Orléans,1987-07-29,,2013-09-22,2017-02-08 07:40:00,7.21,0.0,5328.0
Ryenn,1024583,9,243,26,17,70,154.29,Female,"Garden Grove, California ",1994-02-28,,2011-11-27,2017-09-20 07:15:00,8.38,133.0,9027.0
EnderVargas,1868660,11,75,0,2,26,25.57,Male,"Oakville, Ontario",1995-04-09,,2012-12-07,1900-05-14 15:35:00,7.22,18.0,1458.0
drowse,85157,12,284,35,19,105,136.92,Female,,1985-06-30,,2008-08-12,2017-11-19 09:30:00,8.35,173.0,8214.0
kounotori,3181917,26,49,0,0,71,31.51,Female,,,,2013-09-22,1900-05-05 09:14:00,7.92,0.0,1844.0
CamilleLuvsHoho,311523,1,47,5,1,12,12.2,Female,,1999-11-24,,2010-04-02,2015-01-11 22:06:00,8.6,0.0,747.0
SAMOAK,464220,3,124,18,32,44,53.82,Male,Washington,1994-05-25,,2011-03-21,2017-12-26 23:55:00,7.5,8.0,3145.0
narunetto,47402,6,92,29,22,2,27.5,Male,SHIATTORU,1991-02-18,,2008-04-02,2015-03-11 22:30:00,6.84,0.0,1648.0
RotvyOckikano,2374187,1,90,11,1,150,56.14,Male,"Pekanbaru, Indonesia",1996-10-27,,2013-03-31,2018-05-18 05:31:35,7.75,0.0,3301.0
Cherry-Life,6499630,10,59,5,8,590,17.3,Female,Canada,,,2017-08-21,2018-05-13 19:02:00,6.98,0.0,1054.0
mikmikmikmikmik,31768,12,251,25,71,35,109.04,Female,,,,2008-01-16,2017-10-02 04:03:00,7.48,29.0,6458.0
sargex,4503136,8,114,15,3,36,31.59,Male,,1997-09-03,,2015-03-15,1900-04-07 09:49:00,8.75,0.0,1867.0
Invisius,2745921,40,121,0,0,188,22.38,Male,Norway,1994-04-25,,2013-06-21,2016-10-16 19:39:00,8.08,0.0,1328.0
VampireBear,4649452,11,57,4,8,44,13.03,Male,Portugal,1997-12-08,,2015-06-01,2017-11-08 14:45:00,7.77,0.0,863.0
Frau_Nebel,15130,6,74,0,1,0,12.59,Female,"Russia, Krasnodar/Sochi",1989-12-13,,2007-09-27,2017-09-25 21:53:00,7.78,28.0,656.0
Blissfulwish,122236,6,41,2,1,0,16.72,Female,California,1985-07-12,,2008-12-10,2013-07-16 01:05:00,8.16,0.0,997.0
IPTN,1206907,51,278,14,1,137,122.17,Male,,1993-12-07,,2012-03-19,1900-04-28 23:03:00,8.09,52.0,7390.0
mmeidiana,2697117,13,94,19,25,64,22.95,Female,"Jakarta, Indonesia",1998-05-13,,2013-06-11,2015-01-24 19:06:00,7.41,0.0,1462.0
Stormgrid,6214126,18,61,0,0,158,14.1,Unknown,,,,2017-04-29,2018-05-18 07:31:47,8.7,0.0,991.0
Jario,295988,81,699,0,1,130,156.32,Male,"Samara, Russia",1992-10-03,,2010-02-18,1900-05-11 09:00:00,8.42,19.0,9502.0
deadkidspeaking,2460681,55,389,31,19,255,99.09,Female,"uae,sharjah",1996-08-21,,2013-04-20,2018-05-17 05:48:00,7.55,0.0,6142.0
Amuya,216397,27,39,0,0,93,37.2,Female,,1994-03-21,,2009-08-04,1900-04-05 12:23:00,8.76,0.0,2239.0
RjOkami,196882,31,627,5,0,154,170.19,Female,Japan,1989-06-07,,2009-06-21,1900-05-08 13:41:00,8.39,204.0,10304.0
Skitungen2,1388819,5,73,24,2,153,18.74,Male,"Linköping, Sweden",1996-11-12,,2012-07-10,1900-05-12 00:26:00,7.27,18.0,1103.0
Jotapelixo,6854056,12,188,0,21,44,70.85,Male,2956,1997-06-10,,2018-01-02,2018-05-17 08:51:45,7.56,0.0,4254.0
clannad187,1394989,72,246,0,13,43,82.54,Male,"Hopewell, Virginia",1996-12-27,,2012-07-13,1900-04-03 18:08:00,8.54,11.0,4896.0
5hortie,281714,5,121,0,0,6,41.57,Female,,,,2010-01-11,1900-01-20 19:12:00,8.4,0.0,2468.0
purplepinapples,4837235,418,2898,318,10487,332,242.86,Male,USA,,,2015-08-26,2018-05-18 10:45:58,3.83,342.0,19419.0
sanpatsu,1775285,7,103,1,31,20,33.1,Female,882,1995-01-01,,2012-11-15,1900-03-11 18:20:00,7.42,0.0,1966.0
firerez,67771,8,331,38,146,51,103.29,Female,,1990-01-08,,2008-06-11,1900-03-29 08:21:00,7.31,20.0,6259.0
Leyzou,329865,20,411,32,24,136,128.12,Male,Paris,1994-08-20,,2010-05-17,1900-01-21 19:40:00,7.67,3.0,7978.0
Nollti,6792868,1,33,1,8,40,30.49,Male,,1930-01-01,,2017-12-08,2018-05-18 06:32:01,7.49,0.0,1854.0
Rosilius,4698312,0,55,3,3,19,28.45,Unknown,,,,2015-06-25,1900-04-01 21:09:00,7.88,1.0,1653.0
Adryan0,1506329,6,89,1,7,2,29.25,Male,Romania,1997-07-16,,2012-09-10,1900-03-06 12:33:00,8.81,0.0,1759.0
DrawnIntoIt88,38537,21,192,5,40,282,36.38,Unknown,,,,2008-02-20,1900-05-16 22:14:00,7.62,0.0,2276.0
Kamikochi,3494483,31,393,33,14,110,77.15,Female,In my Master's computer,,,2014-01-16,2018-05-15 13:07:00,7.46,9.0,4684.0
StaticzAvenger,3725691,18,217,1,14,84,128.01,Female,Australia,1997-08-08,,2014-04-24,1900-05-03 02:43:00,8.0,33.0,7720.0
holy_moses,66995,6,129,2,3,3,58.46,Male,"Barrie, Ontario",1988-08-21,,2008-06-08,2014-11-01 23:11:00,7.77,13.0,3456.0
FlameYeo,4678376,4,244,29,2,379,59.63,Male,Singapore,1998-08-26,,2015-06-15,1900-05-12 19:44:00,8.25,6.0,3589.0
Ryan_,428415,4,53,3,26,34,52.45,Male,"Brazil, Rio de Janeiro",1993-01-07,,2011-01-02,2017-12-30 17:06:00,7.22,2.0,3104.0
shelbo,10854,5,48,1,0,1,55.7,Male,,1992-02-25,,2007-08-21,2017-08-17 15:10:00,8.78,77.0,3396.0
Dracos33,340147,108,307,6,30,78,74.71,Male,"Chicago, Il",,,2010-06-11,1900-05-14 17:52:00,7.18,0.0,4803.0
kamciak,166275,0,369,0,0,20,81.94,Male,Brzesko,1991-05-14,,2009-04-03,1900-05-12 17:06:00,8.47,0.0,5027.0
kurokial,3427083,2,40,1,1,12,9.25,Male,"Posen, Poland",1988-01-16,,2013-12-23,2016-08-16 01:32:00,7.33,0.0,532.0
luki,105243,5,241,25,19,25,81.32,Male,,,,2008-10-15,2012-04-13 10:36:00,7.47,7.0,4709.0
Niichi01,4353873,1,66,10,2,118,21.11,Female,"Camuy, Puerto Rico",1997-09-01,,2014-12-27,1900-05-07 17:00:00,8.49,0.0,1213.0
Benzeo,246686,43,62,6,0,31,31.5,Unknown,,,,2009-10-15,2011-10-04 11:56:00,8.42,0.0,1866.0
rOrOnoaz94,2314105,4,62,4,0,0,50.4,Male,,1994-10-12,,2013-03-17,2014-02-02 10:26:00,9.14,0.0,2964.0
Samurnor,3359727,5,379,5,0,236,141.08,Male,"Zwolle, Netherlands",,,2013-11-24,1900-05-14 01:40:00,6.81,28.0,8946.0
Maza,10812,6,40,0,0,0,22.4,Male,"Kitee, Finland",1991-02-10,,2007-08-21,2008-08-19 21:06:00,7.93,0.0,1383.0
shalynnines,300899,19,105,15,3,53,66.38,Female,TORONTO !,,,2010-03-03,2016-04-18 11:36:00,8.55,0.0,4041.0
lisekss,7187071,0,23,0,0,10,15.16,Unknown,,,,2018-04-20,1900-05-06 14:28:00,8.95,0.0,904.0
EvilGauche,106366,57,605,279,15,256,147.41,Male,Malaysia,1994-06-20,,2008-10-18,1900-05-14 07:49:00,9.13,0.0,8955.0
Bindweed,70016,1,237,1,64,3,60.99,Unknown,,,,2008-06-20,2017-09-28 13:15:00,6.15,0.0,3722.0
abdul18,606789,43,84,17,16,42,73.44,Male," islamabad, Pakistan",1993-11-18,,2011-09-19,2013-06-30 07:50:00,7.86,7.0,4380.0
BlackShooter4,6342731,10,73,10,4,25,23.38,Unknown,,,,2017-06-24,2017-11-26 14:45:00,8.23,0.0,1514.0
mewtwo21,1749957,28,400,23,97,228,86.71,Male,Chicago,1996-11-05,,2012-11-09,2018-05-15 12:27:00,5.93,9.0,5272.0
konataotaku,15714,6,15,0,0,0,14.19,Unknown,,,,2007-10-02,2007-12-18 09:01:00,9.0,16.0,852.0
Guy950,2893,9,97,29,16,1,53.74,Male,,1990-04-05,,2007-04-08,2009-08-19 14:02:00,6.55,0.0,3192.0
SteffySama,6434255,13,219,0,0,12,163.48,Female,"Fort Bragg, California",1992-04-05,,2017-07-26,2017-08-21 17:45:00,7.38,56.0,9663.0
MonkeyDLuffyGir,21759,57,92,3,0,3,37.98,Female,Georgia,1995-08-18,,2007-11-13,2016-11-08 08:38:00,9.28,0.0,2258.0
ellowel,9352,103,357,34,76,160,154.23,Male,"bremerton , washington",1984-04-06,,2007-08-04,1900-05-01 00:37:00,7.19,79.0,9140.0
Kazalam,187833,12,139,3,7,34,34.6,Male,HA!,1990-01-01,,2009-05-29,2017-03-11 01:45:00,7.89,0.0,2087.0
setayy,1108113,10,197,3,0,0,66.83,Unknown,,,,2012-01-17,1900-03-31 14:31:00,8.63,0.0,4125.0
OkazukiIchigo,102738,12,116,13,15,5,90.49,Male,Britannia Empire,1991-01-04,,2008-10-07,2009-04-11 07:43:00,7.34,16.0,5401.0
Subaru-sama,152202,12,96,15,3,120,34.07,Unknown,,,,2009-02-21,2010-12-04 14:47:00,8.27,0.0,2007.0
chandni,95441,1,38,7,19,20,10.95,Female,,,,2008-09-16,2011-08-11 11:05:00,7.08,2.0,629.0
lila94,502880,10,89,6,3,51,73.77,Female,"Burgas, Bulgaria",1994-06-18,,2011-06-24,2015-11-22 16:55:00,7.85,6.0,4440.0
Xephia,117438,52,139,6,5,77,71.78,Female,New Zealand,1991-06-06,,2008-11-24,2017-02-15 17:31:00,7.59,5.0,4299.0
alejolas,72843,1,29,0,0,8,8.09,Male,Seattle WA,1987-01-20,,2008-06-30,2009-11-28 12:24:00,8.33,15.0,442.0
zealot1138,208151,9,36,3,2,5,37.24,Female,"Los Angeles, CA",,,2009-07-15,2012-10-21 20:23:00,7.53,28.0,2212.0
OtomeSan,4746755,24,330,12,5,174,115.04,Female,,1995-09-12,,2015-07-15,1900-05-15 07:20:00,8.45,178.0,7047.0
Aria-da-Capo,3935001,0,1767,4,0,0,236.66,Male,"Italy, Lombardia",1989-02-28,,2014-07-17,1900-05-11 07:12:00,5.9,46.0,14674.0
Northen_Lights,388622,15,1055,49,0,90,183.79,Female,"Russia, Krasnodar",1990-10-23,,2010-09-27,1900-05-12 16:50:00,7.55,0.0,11324.0
Miau,126587,32,86,17,1,51,45.68,Male,Vienna Austria,1990-03-04,,2008-12-23,2010-10-24 18:54:00,7.44,0.0,2726.0
CrossBorn,5212275,6,76,0,14,0,33.53,Unknown,,,,2016-02-20,1900-01-15 12:17:00,6.39,0.0,1974.0
Bernadotte_Pip,497770,2,58,2,2,0,22.18,Female,,1992-07-11,,2011-06-12,2011-09-22 07:42:00,7.84,0.0,1389.0
Stowaway,3349601,6,82,12,2,43,40.85,Female,New Zealand,1997-09-05,,2013-11-20,2016-11-27 00:18:00,7.11,34.0,2452.0
Aectann,81492,6,596,31,43,30,183.77,Male,,,,2008-07-31,1900-05-06 21:22:00,9.53,0.0,11604.0
Fishbot_,6558295,7,40,2,0,22,15.81,Unknown,,1995-05-25,,2017-09-15,1900-05-10 17:50:00,8.31,0.0,933.0
Kishon,196712,8,62,0,0,203,14.6,Male,New Zealand,1990-12-13,,2009-06-20,2009-12-01 22:08:00,8.56,0.0,840.0
BabYrHii,325383,4,68,1,0,16,47.36,Female,"newport , United kingdom",1995-11-03,,2010-05-06,2012-04-06 11:58:00,9.37,6.0,3743.0
Mortalis,1484427,1,53,24,0,600,30.03,Unknown,,,,2012-08-29,2016-01-12 03:50:00,8.05,0.0,1812.0
Thedrek,96506,13,311,3,7,14,167.61,Male,"Skien, Norway",1987-11-21,,2008-09-20,1900-04-21 15:31:00,8.35,107.0,9793.0
PvMVirus,2355709,11,481,40,22,126,185.64,Male,Canada,1996-01-01,,2013-03-27,1900-05-13 19:52:00,7.41,20.0,10783.0
shadowrost,26613,11,168,14,6,73,76.86,Male,the last level,1992-07-23,,2007-12-17,2011-04-19 01:12:00,8.68,0.0,4540.0
0marakagami,5438124,8,388,22,2,351,127.6,Male,,1997-12-04,,2016-05-28,2018-05-18 02:33:20,8.71,3.0,7706.0
Cleaye,3095469,32,383,80,0,547,115.84,Male,The Netherlands,1998-08-10,,2013-08-27,2018-05-15 01:52:02,7.33,3.0,7136.0
mellolemonyello,272639,1,25,0,0,0,4.55,Female,,,,2009-12-22,2010-06-07 00:59:00,7.32,0.0,353.0
Derdodo,143124,3,156,33,4,59,69.23,Male,"Dresden, Sachsen",1991-01-28,,2009-01-26,2014-09-11 02:38:00,8.5,27.0,4173.0
themirso,4159103,0,276,0,0,0,67.48,Unknown,,,,2014-10-07,2017-12-24 08:10:00,7.68,35.0,3761.0
Lexxar97,5769579,4,194,0,0,10,66.28,Unknown,,,,2016-10-14,1900-05-01 17:26:00,7.36,0.0,3948.0
Shirt,104790,4,656,26,37,191,164.18,Male,New York ftw,2014-07-16,,2008-10-14,1900-04-11 23:18:00,8.8,51.0,9886.0
Dr_Pepper,7948,8,40,17,3,18,12.71,Male,"Anaheim, California",1988-11-27,,2007-07-19,2016-11-21 13:00:00,8.17,0.0,734.0
annann12,71877,56,46,1,3,26,20.27,Unknown,,,,2008-06-27,2017-11-07 13:00:00,8.7,1.0,1203.0
fpsvash,572905,20,341,7,0,23,76.24,Male,USA,1989-01-01,,2011-09-11,1900-05-07 19:37:00,7.66,23.0,4245.0
kazykoki,1942700,85,100,3,1,176,57.91,Female,,,,2012-12-24,1900-04-17 15:39:00,8.17,2.0,3441.0
DireKnight,4798761,7,116,1,3,24,53.17,Male,Lithuania,2000-03-25,,2015-08-08,1900-04-22 07:02:00,7.63,17.0,3127.0
Gorli,110582,2,88,2,6,6,72.38,Male,,,,2008-11-02,1900-03-11 15:51:00,6.43,0.0,4294.0
Mcrayne,275785,1,44,0,0,29,9.24,Male,"Bezdan,Serbia",1985-01-24,,2009-12-30,1900-03-01 14:03:00,9.13,0.0,536.0
Crale86,376465,9,120,10,4,2,52.24,Male,"Southampton, England",1986-08-01,,2010-08-29,2015-02-21 14:08:00,7.69,0.0,3053.0
SocialAwkward,441230,2,214,6,9,89,88.13,Female,Somewhere over the Rainbow,2000-01-24,,2011-01-28,1900-04-06 02:31:00,8.65,25.0,5317.0
Melfina2328,270283,3,41,0,0,7,48.54,Female,,,,2009-12-16,2010-03-17 14:12:00,8.15,51.0,2879.0
alysael,229122,38,121,7,20,59,62.54,Female,"Sydney, Australia",1995-08-18,,2009-09-02,1900-05-08 03:12:00,7.91,0.0,3801.0
Miaoster,253918,7,357,2,14,11,87.79,Male,,,,2009-11-02,2018-05-17 01:17:00,9.11,3.0,5410.0
Espe,21333,10,160,7,14,80,45.38,Female,Spain,1992-06-08,,2007-11-11,2018-05-17 00:13:20,7.32,0.0,2668.0
ShadowJackal35,405267,5,546,11,6,355,134.29,Female,,,,2010-11-07,1900-05-02 11:49:00,6.32,146.0,8068.0
Aonike,67938,12,104,7,2,59,35.34,Male,"Uppsala, Sweden",1992-05-26,,2008-06-12,2017-03-26 09:22:00,7.91,0.0,2080.0
ButterflyBoi,3075091,17,304,2,8,366,114.28,Male,"Glasgow, Scotland, United Kingdom",1988-12-04,,2013-08-21,2018-05-17 09:34:00,7.37,1.0,6974.0
Negative9999103,34828,42,904,7,192,38,255.68,Male,Australia,,,2008-01-31,1900-04-28 08:06:00,6.84,0.0,15011.0
Dinamet7,69982,23,568,70,33,236,218.75,Female,So. California,1932-03-01,,2008-06-20,2017-04-10 20:02:00,7.53,16.0,13183.0
fossilboy904,2550057,3,32,0,21,0,18.66,Male,Illinois,1991-11-03,,2013-05-10,2013-05-10 18:49:00,7.2,0.0,1116.0
Serf12,3411015,41,305,34,22,127,73.76,Male,Spain,1998-05-12,,2013-12-16,2018-05-13 12:03:00,7.29,7.0,4590.0
Alylyc,3252975,7,140,0,2,19,190.33,Female,"Borås, Sweden",1999-11-28,,2013-10-13,1900-05-10 05:19:00,8.38,0.0,11327.0
LikeSame,1344453,7,277,25,43,152,228.48,Unknown,Belgium,1997-04-29,,2012-06-13,1900-05-06 08:26:00,8.25,78.0,13761.0
RakShine,26284,0,48,1,4,0,56.82,Male,"Boston, MA",,,2007-12-15,1900-03-15 12:00:00,8.41,20.0,3417.0
ImDigital,2830531,6,149,26,0,498,31.73,Male,"Bedfordshire, England",1995-09-01,,2013-07-07,1900-03-17 08:47:00,8.25,8.0,1929.0
ilikestarcraft,521529,9,246,23,1,201,87.86,Unknown,,,,2011-07-22,1900-05-12 09:25:00,7.03,1.0,5029.0
RumpPlug,6513259,4,47,7,12,189,7.37,Female,"Västra götaland, Sweden",1999-10-18,,2017-08-27,1900-05-15 13:39:00,7.16,0.0,540.0
Maebara_Keiichi,157934,4,125,6,1,9,50.68,Male,Russia,1998-05-22,,2009-03-10,2009-07-08 15:40:00,7.71,0.0,2951.0
Elyasis,4631725,17,231,5,40,693,61.44,Male,"Vendée, France",1998-07-04,,2015-05-23,2018-05-14 11:13:55,6.78,1.0,3912.0
Xylphan,272606,4,39,0,1,1,54.36,Unknown,,,,2009-12-22,2009-12-22 12:11:00,8.07,42.0,3031.0
rebel6,1042843,14,200,6,6,30,97.37,Male,,,,2011-12-05,2013-06-30 14:45:00,7.72,0.0,5692.0
LordRavenM,5977105,38,175,9,0,269,81.18,Unknown,,,,2017-01-12,2018-05-16 19:48:37,7.15,0.0,4811.0
Elysiumx,2060965,64,280,0,79,188,98.23,Male,Germany,1991-01-01,,2013-01-19,1900-04-12 03:31:00,6.25,2.0,5989.0
Blutiger_Engel,375581,0,91,3,27,99,31.69,Female,Michigan,,,2010-08-27,2016-12-19 18:58:00,7.44,0.0,1845.0
ViewtifulFella,1356757,14,525,23,21,141,213.04,Male,Ohio,1996-03-10,,2012-06-21,2018-05-15 09:23:19,6.12,1.0,12534.0
rubyleehs,4092287,0,297,1,12,89,100.16,Female,,1998-03-15,,2014-09-12,1900-05-14 00:59:00,8.03,8.0,6058.0
MrFlatTv,2074683,3,26,0,0,35,6.82,Unknown,,,,2013-01-22,2014-05-31 01:56:00,8.81,0.0,407.0
guilherme14kj,3500975,1,638,0,33,3,169.19,Male,Brasil - Tocantins,1997-04-15,,2014-01-18,1900-05-04 01:40:00,7.82,0.0,10050.0
tykmerc,1114969,5,60,5,4,79,23.75,Male,"Overland Park, Kansas",1994-07-13,,2012-01-22,2017-02-28 18:15:00,8.79,0.0,1429.0
YeremyGx,7014687,8,95,0,0,0,27.62,Male,,1999-06-19,,2018-02-26,1900-04-29 13:45:00,8.17,0.0,1708.0
Tsukizero,245087,2,156,12,5,10,61.15,Male,"Beatrice, Nebraska",1993-06-28,,2009-10-11,2014-05-04 22:27:00,7.54,2.0,3597.0
tormentsu,86809,29,65,0,0,0,52.21,Male,,1987-06-27,,2008-08-17,2013-10-14 15:49:00,8.14,0.0,3138.0
otakumuch,9767,7,47,6,11,9,20.49,Female,California,1994-11-11,,2007-08-08,2017-04-05 23:06:00,8.82,0.0,1188.0
Pixelname,3723079,15,331,13,31,17,83.99,Male,,,,2014-04-22,1900-02-14 23:24:00,7.68,0.0,4943.0
jabcook,26570,7,148,0,1,4,50.32,Male,"Poland, Lodz",1987-10-16,,2007-12-17,1900-04-25 09:15:00,8.12,0.0,2966.0
Michie,78724,2,37,5,6,0,14.41,Female,"Finland,Ii",1994-04-08,,2008-07-22,2009-08-10 10:08:00,7.36,0.0,861.0
Cynic_Focus,3360225,13,45,4,29,113,32.54,Male,,1991-09-27,,2013-11-24,1900-05-05 14:57:00,4.74,5.0,1956.0
Makunouchi-Ippo,2854679,18,198,22,9,188,79.28,Male,,1998-06-18,,2013-07-11,1900-01-26 02:35:00,8.03,1.0,4789.0
Startracker,387753,0,126,1,9,21,39.17,Male,,,,2010-09-25,2017-05-17 04:53:00,6.62,0.0,2271.0
firetrickz,130123,4,74,9,11,4,22.66,Unknown,,,,2009-01-02,2017-09-29 04:38:00,8.16,0.0,1334.0
AriaVengeance,241594,20,67,4,8,25,31.11,Female,,1990-05-11,,2009-10-02,2015-03-03 18:52:00,7.21,0.0,1819.0
asukai_kun,277826,6,52,0,1,61,31.21,Female,"Moscow, Russia",1995-07-11,,2010-01-03,2012-10-08 07:12:00,7.0,14.0,1856.0
DaytymeLantern,1247675,14,76,7,1,19,61.55,Male,Delaware,1993-05-24,,2012-04-12,2013-10-31 12:05:00,8.13,2.0,3708.0
Imberqqi,3986053,4,149,4,2,65,58.72,Male,Finland,1993-08-07,,2014-08-02,1900-04-24 09:32:00,8.42,0.0,3505.0
Natyyds,279369,11,197,0,0,150,46.07,Female,,1992-09-23,,2010-01-06,2012-01-10 13:33:00,7.92,0.0,2744.0
amcsi,36666,54,215,92,82,54,94.79,Male,"Budapest, Hungary; London, UK",1987-11-07,,2008-02-10,1900-04-15 14:40:00,6.0,43.0,5692.0
aQrka,161058,11,297,1,4,19,110.67,Unknown,,,,2009-03-20,2015-10-13 13:51:00,8.39,0.0,6533.0
NarutoxXSasuke,83982,42,102,6,5,125,52.76,Female,Shroomsville,,,2008-08-08,2016-10-15 08:48:00,9.35,0.0,3078.0
Warida,302510,7,111,6,17,0,41.34,Female,"Vilnius, Lithuania",1994-07-02,,2010-03-08,2011-07-06 15:13:00,7.94,0.0,2508.0
jsoebb,2550743,5,244,9,0,29,78.99,Female,,,,2013-05-10,1900-05-16 16:58:00,8.24,7.0,4653.0
faywan,301505,7,332,2,4,17,126.36,Male,,1993-01-18,,2010-03-05,2015-11-25 11:00:00,7.99,2.0,7467.0
jockerint,160681,47,220,0,7,279,91.84,Male,"Brasil, São Paulo",1989-07-04,,2009-03-19,2016-06-29 09:15:00,8.2,20.0,5571.0
lmismyl,65655,16,154,0,2,226,60.73,Male,"Talsi, Latvia",1989-11-13,,2008-06-03,2015-01-21 12:11:00,7.46,1.0,3770.0
starlit-elf,41361,12,214,7,7,26,50.52,Unknown,,1979-03-16,,2008-03-06,2016-11-13 05:56:00,7.63,6.0,3068.0
